utterance_id,ds_split,ds_index,speaker,l1,group,track,target_label,target_idx,duration_sec,split
79,validation,79,EDACC-C06-B,Mainstream US English,us,A,us,1,4.15,cal
81,validation,81,EDACC-C06-B,Mainstream US English,us,A,us,1,4.54,cal
83,validation,83,EDACC-C06-B,Mainstream US English,us,A,us,1,4.03,cal
85,validation,85,EDACC-C06-B,Mainstream US English,us,A,us,1,5.23,cal
87,validation,87,EDACC-C06-B,Mainstream US English,us,A,us,1,3.31,cal
89,validation,89,EDACC-C06-B,Mainstream US English,us,A,us,1,5.59,cal
91,validation,91,EDACC-C06-B,Mainstream US English,us,A,us,1,1.72,cal
99,validation,99,EDACC-C06-B,Mainstream US English,us,A,us,1,6.04,cal
101,validation,101,EDACC-C06-B,Mainstream US English,us,A,us,1,7.3,cal
103,validation,103,EDACC-C06-B,Mainstream US English,us,A,us,1,2.59,cal
105,validation,105,EDACC-C06-B,Mainstream US English,us,A,us,1,6.97,cal
109,validation,109,EDACC-C06-B,Mainstream US English,us,A,us,1,1.18,cal
115,validation,115,EDACC-C06-B,Mainstream US English,us,A,us,1,3.22,cal
117,validation,117,EDACC-C06-B,Mainstream US English,us,A,us,1,9.79,cal
119,validation,119,EDACC-C06-B,Mainstream US English,us,A,us,1,5.11,cal
123,validation,123,EDACC-C06-B,Mainstream US English,us,A,us,1,2.35,cal
125,validation,125,EDACC-C06-B,Mainstream US English,us,A,us,1,2.17,cal
127,validation,127,EDACC-C06-B,Mainstream US English,us,A,us,1,5.89,cal
129,validation,129,EDACC-C06-B,Mainstream US English,us,A,us,1,1.06,cal
131,validation,131,EDACC-C06-B,Mainstream US English,us,A,us,1,5.71,cal
133,validation,133,EDACC-C06-B,Mainstream US English,us,A,us,1,5.56,cal
151,validation,151,EDACC-C06-B,Mainstream US English,us,A,us,1,4.36,cal
153,validation,153,EDACC-C06-B,Mainstream US English,us,A,us,1,2.68,cal
155,validation,155,EDACC-C06-B,Mainstream US English,us,A,us,1,1.66,cal
157,validation,157,EDACC-C06-B,Mainstream US English,us,A,us,1,1.15,cal
159,validation,159,EDACC-C06-B,Mainstream US English,us,A,us,1,4.48,cal
161,validation,161,EDACC-C06-B,Mainstream US English,us,A,us,1,6.55,cal
163,validation,163,EDACC-C06-B,Mainstream US English,us,A,us,1,3.58,cal
165,validation,165,EDACC-C06-B,Mainstream US English,us,A,us,1,11.83,cal
169,validation,169,EDACC-C06-B,Mainstream US English,us,A,us,1,1.66,cal
173,validation,173,EDACC-C07-A,Mainstream US English,us,A,us,1,9.56,cal
174,validation,174,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,3.46,cal
175,validation,175,EDACC-C07-A,Mainstream US English,us,A,us,1,3.91,cal
177,validation,177,EDACC-C07-A,Mainstream US English,us,A,us,1,31.27,cal
178,validation,178,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,27.37,cal
179,validation,179,EDACC-C07-A,Mainstream US English,us,A,us,1,4.48,cal
181,validation,181,EDACC-C07-A,Mainstream US English,us,A,us,1,6.1,cal
182,validation,182,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.83,cal
184,validation,184,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,7.9,cal
186,validation,186,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.98,cal
188,validation,188,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,3.07,cal
190,validation,190,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,11.74,cal
192,validation,192,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,26.74,cal
194,validation,194,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.69,cal
196,validation,196,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,3.97,cal
198,validation,198,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,6.73,cal
202,validation,202,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,7.09,cal
204,validation,204,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,17.53,cal
206,validation,206,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,13.57,cal
208,validation,208,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.48,cal
209,validation,209,EDACC-C07-A,Mainstream US English,us,A,us,1,11.92,cal
211,validation,211,EDACC-C07-A,Mainstream US English,us,A,us,1,9.13,cal
214,validation,214,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,6.07,cal
216,validation,216,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.63,cal
219,validation,219,EDACC-C07-A,Mainstream US English,us,A,us,1,1.78,cal
220,validation,220,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.42,cal
222,validation,222,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,6.43,cal
224,validation,224,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.8,cal
226,validation,226,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,9.88,cal
228,validation,228,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.62,cal
229,validation,229,EDACC-C07-A,Mainstream US English,us,A,us,1,3.28,cal
231,validation,231,EDACC-C07-A,Mainstream US English,us,A,us,1,4.42,cal
232,validation,232,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,11.62,cal
234,validation,234,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.42,cal
236,validation,236,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.75,cal
239,validation,239,EDACC-C07-A,Mainstream US English,us,A,us,1,1.18,cal
240,validation,240,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.36,cal
241,validation,241,EDACC-C07-A,Mainstream US English,us,A,us,1,3.61,cal
245,validation,245,EDACC-C07-A,Mainstream US English,us,A,us,1,8.41,cal
246,validation,246,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.78,cal
247,validation,247,EDACC-C07-A,Mainstream US English,us,A,us,1,3.1,cal
249,validation,249,EDACC-C07-A,Mainstream US English,us,A,us,1,6.61,cal
250,validation,250,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,9.16,cal
252,validation,252,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.2,cal
254,validation,254,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.71,cal
256,validation,256,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.41,cal
258,validation,258,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,7.18,cal
260,validation,260,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,8.8,cal
262,validation,262,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.95,cal
266,validation,266,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,16.39,cal
267,validation,267,EDACC-C07-A,Mainstream US English,us,A,us,1,2.11,cal
269,validation,269,EDACC-C07-A,Mainstream US English,us,A,us,1,7.39,cal
270,validation,270,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.02,cal
273,validation,273,EDACC-C07-A,Mainstream US English,us,A,us,1,3.7,cal
274,validation,274,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,6.79,cal
276,validation,276,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.86,cal
277,validation,277,EDACC-C07-A,Mainstream US English,us,A,us,1,2.14,cal
278,validation,278,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.18,cal
280,validation,280,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.54,cal
282,validation,282,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,10.24,cal
284,validation,284,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,5.05,cal
285,validation,285,EDACC-C07-A,Mainstream US English,us,A,us,1,3.64,cal
287,validation,287,EDACC-C07-A,Mainstream US English,us,A,us,1,1.75,cal
289,validation,289,EDACC-C07-A,Mainstream US English,us,A,us,1,3.79,cal
294,validation,294,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.83,cal
295,validation,295,EDACC-C07-A,Mainstream US English,us,A,us,1,5.23,cal
297,validation,297,EDACC-C07-A,Mainstream US English,us,A,us,1,22.06,cal
299,validation,299,EDACC-C07-A,Mainstream US English,us,A,us,1,5.89,cal
301,validation,301,EDACC-C07-A,Mainstream US English,us,A,us,1,4.18,cal
303,validation,303,EDACC-C07-A,Mainstream US English,us,A,us,1,1.81,cal
307,validation,307,EDACC-C07-A,Mainstream US English,us,A,us,1,1.84,cal
309,validation,309,EDACC-C07-A,Mainstream US English,us,A,us,1,2.02,cal
310,validation,310,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.48,cal
311,validation,311,EDACC-C07-A,Mainstream US English,us,A,us,1,7.69,cal
313,validation,313,EDACC-C07-A,Mainstream US English,us,A,us,1,8.98,cal
315,validation,315,EDACC-C07-A,Mainstream US English,us,A,us,1,4.45,cal
317,validation,317,EDACC-C07-A,Mainstream US English,us,A,us,1,8.56,cal
319,validation,319,EDACC-C07-A,Mainstream US English,us,A,us,1,5.62,cal
323,validation,323,EDACC-C07-A,Mainstream US English,us,A,us,1,2.2,cal
325,validation,325,EDACC-C07-A,Mainstream US English,us,A,us,1,8.83,cal
329,validation,329,EDACC-C07-A,Mainstream US English,us,A,us,1,34.81,cal
331,validation,331,EDACC-C07-A,Mainstream US English,us,A,us,1,22.72,cal
333,validation,333,EDACC-C07-A,Mainstream US English,us,A,us,1,8.98,cal
335,validation,335,EDACC-C07-A,Mainstream US English,us,A,us,1,9.67,cal
337,validation,337,EDACC-C07-A,Mainstream US English,us,A,us,1,1.87,cal
338,validation,338,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.33,cal
339,validation,339,EDACC-C07-A,Mainstream US English,us,A,us,1,9.94,cal
341,validation,341,EDACC-C07-A,Mainstream US English,us,A,us,1,18.91,cal
343,validation,343,EDACC-C07-A,Mainstream US English,us,A,us,1,9.91,cal
345,validation,345,EDACC-C07-A,Mainstream US English,us,A,us,1,7.09,cal
347,validation,347,EDACC-C07-A,Mainstream US English,us,A,us,1,4.66,cal
349,validation,349,EDACC-C07-A,Mainstream US English,us,A,us,1,3.07,cal
351,validation,351,EDACC-C07-A,Mainstream US English,us,A,us,1,1.84,cal
352,validation,352,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.09,cal
353,validation,353,EDACC-C07-A,Mainstream US English,us,A,us,1,5.11,cal
355,validation,355,EDACC-C07-A,Mainstream US English,us,A,us,1,5.11,cal
357,validation,357,EDACC-C07-A,Mainstream US English,us,A,us,1,3.25,cal
361,validation,361,EDACC-C07-A,Mainstream US English,us,A,us,1,14.41,cal
363,validation,363,EDACC-C07-A,Mainstream US English,us,A,us,1,8.35,cal
365,validation,365,EDACC-C07-A,Mainstream US English,us,A,us,1,4.54,cal
369,validation,369,EDACC-C07-A,Mainstream US English,us,A,us,1,12.16,cal
370,validation,370,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,7.63,cal
371,validation,371,EDACC-C07-A,Mainstream US English,us,A,us,1,5.26,cal
373,validation,373,EDACC-C07-A,Mainstream US English,us,A,us,1,10.81,cal
376,validation,376,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.45,cal
377,validation,377,EDACC-C07-A,Mainstream US English,us,A,us,1,1.78,cal
379,validation,379,EDACC-C07-A,Mainstream US English,us,A,us,1,4.48,cal
380,validation,380,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.09,cal
382,validation,382,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,7.42,cal
384,validation,384,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,4.78,cal
386,validation,386,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.65,cal
387,validation,387,EDACC-C07-A,Mainstream US English,us,A,us,1,4.93,cal
389,validation,389,EDACC-C07-A,Mainstream US English,us,A,us,1,12.55,cal
391,validation,391,EDACC-C07-A,Mainstream US English,us,A,us,1,2.26,cal
394,validation,394,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.63,cal
396,validation,396,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.21,cal
397,validation,397,EDACC-C07-A,Mainstream US English,us,A,us,1,14.95,cal
399,validation,399,EDACC-C07-A,Mainstream US English,us,A,us,1,5.71,cal
400,validation,400,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,3.34,cal
401,validation,401,EDACC-C07-A,Mainstream US English,us,A,us,1,1.36,cal
405,validation,405,EDACC-C07-A,Mainstream US English,us,A,us,1,6.43,cal
407,validation,407,EDACC-C07-A,Mainstream US English,us,A,us,1,3.13,cal
409,validation,409,EDACC-C07-A,Mainstream US English,us,A,us,1,6.31,cal
410,validation,410,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.0,cal
411,validation,411,EDACC-C07-A,Mainstream US English,us,A,us,1,12.1,cal
412,validation,412,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,11.2,cal
414,validation,414,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.56,cal
416,validation,416,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.5,cal
417,validation,417,EDACC-C07-A,Mainstream US English,us,A,us,1,1.24,cal
418,validation,418,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.41,cal
420,validation,420,EDACC-C07-A,Mainstream US English,us,A,us,1,6.97,cal
422,validation,422,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.2,cal
424,validation,424,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,2.05,cal
425,validation,425,EDACC-C07-A,Mainstream US English,us,A,us,1,1.3,cal
428,validation,428,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,18.01,cal
430,validation,430,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.06,cal
431,validation,431,EDACC-C07-A,Mainstream US English,us,A,us,1,5.08,cal
433,validation,433,EDACC-C07-A,Mainstream US English,us,A,us,1,6.07,cal
434,validation,434,EDACC-C07-B,Polish,OOV-aggregate,B,,-1,1.856,cal
436,validation,436,EDACC-C09-B,Indian English,indian,A,indian,4,39.25,cal
440,validation,440,EDACC-C09-B,Indian English,indian,A,indian,4,14.86,cal
442,validation,442,EDACC-C09-B,Indian English,indian,A,indian,4,1.12,cal
446,validation,446,EDACC-C09-B,Indian English,indian,A,indian,4,6.34,cal
448,validation,448,EDACC-C09-B,Indian English,indian,A,indian,4,4.93,cal
456,validation,456,EDACC-C09-B,Indian English,indian,A,indian,4,4.45,cal
460,validation,460,EDACC-C09-B,Indian English,indian,A,indian,4,14.44,cal
462,validation,462,EDACC-C09-B,Indian English,indian,A,indian,4,2.02,cal
464,validation,464,EDACC-C09-B,Indian English,indian,A,indian,4,5.29,cal
468,validation,468,EDACC-C09-B,Indian English,indian,A,indian,4,3.37,cal
470,validation,470,EDACC-C09-B,Indian English,indian,A,indian,4,2.56,cal
472,validation,472,EDACC-C09-B,Indian English,indian,A,indian,4,13.96,cal
474,validation,474,EDACC-C09-B,Indian English,indian,A,indian,4,4.57,cal
476,validation,476,EDACC-C09-B,Indian English,indian,A,indian,4,3.58,cal
478,validation,478,EDACC-C09-B,Indian English,indian,A,indian,4,1.51,cal
480,validation,480,EDACC-C09-B,Indian English,indian,A,indian,4,1.27,cal
482,validation,482,EDACC-C09-B,Indian English,indian,A,indian,4,7.48,cal
484,validation,484,EDACC-C09-B,Indian English,indian,A,indian,4,3.52,cal
488,validation,488,EDACC-C09-B,Indian English,indian,A,indian,4,3.25,cal
492,validation,492,EDACC-C09-B,Indian English,indian,A,indian,4,7.06,cal
494,validation,494,EDACC-C09-B,Indian English,indian,A,indian,4,16.78,cal
496,validation,496,EDACC-C09-B,Indian English,indian,A,indian,4,17.38,cal
506,validation,506,EDACC-C09-B,Indian English,indian,A,indian,4,15.64,cal
508,validation,508,EDACC-C09-B,Indian English,indian,A,indian,4,7.69,cal
510,validation,510,EDACC-C09-B,Indian English,indian,A,indian,4,4.3,cal
512,validation,512,EDACC-C09-B,Indian English,indian,A,indian,4,6.67,cal
516,validation,516,EDACC-C09-B,Indian English,indian,A,indian,4,1.3,cal
518,validation,518,EDACC-C09-B,Indian English,indian,A,indian,4,1.45,cal
528,validation,528,EDACC-C09-B,Indian English,indian,A,indian,4,3.64,cal
532,validation,532,EDACC-C09-B,Indian English,indian,A,indian,4,6.31,cal
534,validation,534,EDACC-C09-B,Indian English,indian,A,indian,4,7.72,cal
536,validation,536,EDACC-C09-B,Indian English,indian,A,indian,4,4.75,cal
540,validation,540,EDACC-C09-B,Indian English,indian,A,indian,4,9.16,cal
542,validation,542,EDACC-C09-B,Indian English,indian,A,indian,4,13.21,cal
544,validation,544,EDACC-C09-B,Indian English,indian,A,indian,4,3.22,cal
546,validation,546,EDACC-C09-B,Indian English,indian,A,indian,4,11.89,cal
548,validation,548,EDACC-C09-B,Indian English,indian,A,indian,4,10.75,cal
550,validation,550,EDACC-C09-B,Indian English,indian,A,indian,4,1.15,cal
554,validation,554,EDACC-C09-B,Indian English,indian,A,indian,4,8.08,cal
556,validation,556,EDACC-C09-B,Indian English,indian,A,indian,4,2.62,cal
560,validation,560,EDACC-C09-B,Indian English,indian,A,indian,4,2.2,cal
564,validation,564,EDACC-C09-B,Indian English,indian,A,indian,4,3.34,cal
566,validation,566,EDACC-C09-B,Indian English,indian,A,indian,4,1.18,cal
568,validation,568,EDACC-C09-B,Indian English,indian,A,indian,4,6.43,cal
570,validation,570,EDACC-C09-B,Indian English,indian,A,indian,4,6.19,cal
572,validation,572,EDACC-C09-B,Indian English,indian,A,indian,4,5.89,cal
574,validation,574,EDACC-C09-B,Indian English,indian,A,indian,4,13.54,cal
578,validation,578,EDACC-C09-B,Indian English,indian,A,indian,4,17.89,cal
580,validation,580,EDACC-C09-B,Indian English,indian,A,indian,4,4.96,cal
582,validation,582,EDACC-C09-B,Indian English,indian,A,indian,4,3.85,cal
584,validation,584,EDACC-C09-B,Indian English,indian,A,indian,4,5.68,cal
586,validation,586,EDACC-C09-B,Indian English,indian,A,indian,4,1.75,cal
596,validation,596,EDACC-C09-B,Indian English,indian,A,indian,4,5.32,cal
598,validation,598,EDACC-C09-B,Indian English,indian,A,indian,4,4.24,cal
600,validation,600,EDACC-C09-B,Indian English,indian,A,indian,4,10.72,cal
604,validation,604,EDACC-C09-B,Indian English,indian,A,indian,4,3.79,cal
608,validation,608,EDACC-C09-B,Indian English,indian,A,indian,4,1.96,cal
610,validation,610,EDACC-C09-B,Indian English,indian,A,indian,4,1.51,cal
612,validation,612,EDACC-C09-B,Indian English,indian,A,indian,4,8.74,cal
614,validation,614,EDACC-C09-B,Indian English,indian,A,indian,4,4.57,cal
616,validation,616,EDACC-C09-B,Indian English,indian,A,indian,4,1.12,cal
620,validation,620,EDACC-C09-B,Indian English,indian,A,indian,4,13.09,cal
622,validation,622,EDACC-C09-B,Indian English,indian,A,indian,4,3.52,cal
624,validation,624,EDACC-C09-B,Indian English,indian,A,indian,4,4.33,cal
626,validation,626,EDACC-C09-B,Indian English,indian,A,indian,4,5.68,cal
628,validation,628,EDACC-C09-B,Indian English,indian,A,indian,4,2.95,cal
630,validation,630,EDACC-C09-B,Indian English,indian,A,indian,4,6.64,cal
632,validation,632,EDACC-C09-B,Indian English,indian,A,indian,4,1.21,cal
636,validation,636,EDACC-C09-B,Indian English,indian,A,indian,4,1.69,cal
638,validation,638,EDACC-C09-B,Indian English,indian,A,indian,4,1.42,cal
640,validation,640,EDACC-C09-B,Indian English,indian,A,indian,4,1.09,cal
644,validation,644,EDACC-C09-B,Indian English,indian,A,indian,4,1.45,cal
646,validation,646,EDACC-C09-B,Indian English,indian,A,indian,4,3.79,cal
652,validation,652,EDACC-C09-B,Indian English,indian,A,indian,4,3.55,cal
654,validation,654,EDACC-C09-B,Indian English,indian,A,indian,4,2.59,cal
658,validation,658,EDACC-C09-B,Indian English,indian,A,indian,4,1.27,cal
662,validation,662,EDACC-C09-B,Indian English,indian,A,indian,4,3.85,cal
664,validation,664,EDACC-C09-B,Indian English,indian,A,indian,4,11.8,cal
666,validation,666,EDACC-C09-B,Indian English,indian,A,indian,4,2.59,cal
672,validation,672,EDACC-C09-B,Indian English,indian,A,indian,4,3.76,cal
678,validation,678,EDACC-C09-B,Indian English,indian,A,indian,4,8.17,cal
680,validation,680,EDACC-C09-B,Indian English,indian,A,indian,4,4.48,cal
682,validation,682,EDACC-C09-B,Indian English,indian,A,indian,4,10.69,cal
686,validation,686,EDACC-C09-B,Indian English,indian,A,indian,4,9.25,cal
688,validation,688,EDACC-C09-B,Indian English,indian,A,indian,4,7.93,cal
690,validation,690,EDACC-C09-B,Indian English,indian,A,indian,4,2.89,cal
692,validation,692,EDACC-C09-B,Indian English,indian,A,indian,4,6.16,cal
694,validation,694,EDACC-C09-B,Indian English,indian,A,indian,4,1.39,cal
696,validation,696,EDACC-C09-B,Indian English,indian,A,indian,4,2.56,cal
698,validation,698,EDACC-C09-B,Indian English,indian,A,indian,4,9.19,cal
702,validation,702,EDACC-C09-B,Indian English,indian,A,indian,4,9.49,cal
706,validation,706,EDACC-C09-B,Indian English,indian,A,indian,4,1.27,cal
708,validation,708,EDACC-C09-B,Indian English,indian,A,indian,4,9.43,cal
710,validation,710,EDACC-C09-B,Indian English,indian,A,indian,4,3.07,cal
712,validation,712,EDACC-C09-B,Indian English,indian,A,indian,4,6.61,cal
714,validation,714,EDACC-C09-B,Indian English,indian,A,indian,4,4.93,cal
716,validation,716,EDACC-C09-B,Indian English,indian,A,indian,4,6.28,cal
718,validation,718,EDACC-C09-B,Indian English,indian,A,indian,4,2.11,cal
720,validation,720,EDACC-C09-B,Indian English,indian,A,indian,4,8.26,cal
722,validation,722,EDACC-C09-B,Indian English,indian,A,indian,4,4.9,cal
724,validation,724,EDACC-C09-B,Indian English,indian,A,indian,4,2.68,cal
730,validation,730,EDACC-C09-B,Indian English,indian,A,indian,4,10.0,cal
740,validation,740,EDACC-C09-B,Indian English,indian,A,indian,4,1.3,cal
746,validation,746,EDACC-C09-B,Indian English,indian,A,indian,4,1.09,cal
748,validation,748,EDACC-C09-B,Indian English,indian,A,indian,4,12.76,cal
750,validation,750,EDACC-C09-B,Indian English,indian,A,indian,4,2.89,cal
752,validation,752,EDACC-C09-B,Indian English,indian,A,indian,4,7.33,cal
754,validation,754,EDACC-C09-B,Indian English,indian,A,indian,4,6.43,cal
756,validation,756,EDACC-C09-B,Indian English,indian,A,indian,4,3.1,cal
758,validation,758,EDACC-C09-B,Indian English,indian,A,indian,4,7.27,cal
760,validation,760,EDACC-C09-B,Indian English,indian,A,indian,4,4.48,cal
762,validation,762,EDACC-C09-B,Indian English,indian,A,indian,4,3.01,cal
764,validation,764,EDACC-C09-B,Indian English,indian,A,indian,4,1.33,cal
776,validation,776,EDACC-C09-B,Indian English,indian,A,indian,4,2.95,cal
778,validation,778,EDACC-C09-B,Indian English,indian,A,indian,4,1.0,cal
780,validation,780,EDACC-C09-B,Indian English,indian,A,indian,4,17.08,cal
782,validation,782,EDACC-C09-B,Indian English,indian,A,indian,4,16.27,cal
784,validation,784,EDACC-C09-B,Indian English,indian,A,indian,4,5.29,cal
790,validation,790,EDACC-C09-B,Indian English,indian,A,indian,4,3.97,cal
792,validation,792,EDACC-C09-B,Indian English,indian,A,indian,4,2.08,cal
794,validation,794,EDACC-C09-B,Indian English,indian,A,indian,4,1.66,cal
796,validation,796,EDACC-C09-B,Indian English,indian,A,indian,4,2.8,cal
798,validation,798,EDACC-C09-B,Indian English,indian,A,indian,4,2.38,cal
800,validation,800,EDACC-C09-B,Indian English,indian,A,indian,4,1.87,cal
802,validation,802,EDACC-C09-B,Indian English,indian,A,indian,4,2.14,cal
804,validation,804,EDACC-C09-B,Indian English,indian,A,indian,4,3.13,cal
806,validation,806,EDACC-C09-B,Indian English,indian,A,indian,4,2.95,cal
808,validation,808,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,10.97,cal
810,validation,810,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,32.56,cal
812,validation,812,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,3.22,cal
814,validation,814,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,7.75,cal
816,validation,816,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,5.86,cal
818,validation,818,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,9.01,cal
820,validation,820,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,7.75,cal
822,validation,822,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,53.08,cal
824,validation,824,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,28.0,cal
826,validation,826,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,11.08,cal
830,validation,830,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,5.86,cal
832,validation,832,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,10.21,cal
834,validation,834,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,17.95,cal
836,validation,836,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,1.0,cal
838,validation,838,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,13.63,cal
840,validation,840,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,2.92,cal
842,validation,842,EDACC-C01-A,Maltese,OOV-aggregate,B,,-1,1.24,cal
